Marque;Modele;Prix;Annee;Kilometrage;Energie;Transmission;Nombres de portes;Puissance;Nombre de places;Emission de CO2;Consommation de carburant;Couleur;Url
Peugeot;308;12500;2015;105000;Diesel;Manuelle;2;6;4;119;4.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1271641329A1KVVOPE308
Peugeot;2008;12000;2018;80000;Diesel;Manuelle;4;5;5;97;3.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274850533A1KVVOPE2M8
Ford;Fiesta;7990;2015;100000;Diesel;Manuelle;4;4;5;94;3.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1275136535A1KVVOFOFIE
Dacia;Dokker;11999;2018;110000;Diesel;Manuelle;4;5;5;108;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/dokker/1275129521A1KVVODCDOK
Renault;Clio;6900;2018;94800;Diesel;Manuelle;4;5;2;104;4.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1274903009A1KVVORECL4
Audi;A1;20000;2017;17500;Diesel;Semi automatique;4;4;5;99;3.8;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1275125242A1KVVOAUA1
Renault;Talisman;19000;2020;70000;Diesel;Manuelle;4;8;5;120;4.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/talisman/1275116803A1KVVORETAL
Renault;Koleos;19000;2017;106000;Diesel;Automatique;4;10;5;163;6.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/koleos/1275099749A1KVVOREKOL
Audi;A3;15600;2014;155000;Diesel;Manuelle;4;8;5;127;4.9;Bleu;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1274877722A1KVVOAUA3
Ford;Fiesta;10800;2017;71000;Diesel;Manuelle;4;4;5;89;3.4;Blanc;https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1275095116A1KVVOFOFIE
Peugeot;308;16500;2016;50000;Diesel;Manuelle;4;7;5;102;3.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1275094653A1KVVOPE308
Mercedes;Classe b;12500;2014;148600;Diesel;Automatique;4;7;5;111;4.2;Argent;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1270537961A1KVVOMEB
Jeep;Renegade;19700;2019;41000;Diesel;Semi automatique;4;6;5;118;4.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/jeep/renegade/1275069610A1KVVOJEREN
Renault;Talisman;17400;2016;94000;Diesel;Automatique;4;8;5;120;4.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/talisman/1275068265A1KVVORETAL
Alfa romeo;Giulietta;15500;2016;108782;Diesel;Semi automatique;4;9;5;113;4.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/giulietta/1275030387A1KVVOALGIU
Mercedes;Classe a;21000;2016;126100;Diesel;Automatique;4;7;5;127;4.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1273620799A1KVVOMEA
Infiniti;Q50;14900;2015;114600;Diesel;Automatique;4;9;5;124;4.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/infiniti/q50/1275038725A1KVVOINQ50
Renault;Grand Scenic;14990;2018;112700;Diesel;Manuelle;4;7;5;119;4.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iv/1274157911A1KVVOREGS4
Bmw;Serie 5;16900;2014;143000;Diesel;Manuelle;4;8;5;122;4.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1275027197A1KVVOBMS5
Volkswagen;Golf;11100;2014;149000;Diesel;Manuelle;4;5;5;95;3.6;Beige;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1274457431A1KVVOVWGOL
Renault;Scenic;8500;2014;118500;Diesel;Manuelle;4;5;5;105;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/scenic-iii/1275007266A1KVVORESC3
Dacia;Sandero;8900;2018;60000;Diesel;Manuelle;4;4;5;90;3.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/dacia/sandero/1275006995A1KVVODCSAN
Renault;Talisman;10100;2017;215000;Diesel;Automatique;4;8;5;118;4.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/talisman/1274461250A1KVVORETAL
Peugeot;208;12500;2019;57800;Diesel;Manuelle;4;5;5;86;3.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1274951838A1KVVOPE208
Jaguar;Xe;21000;2016;64000;Diesel;Automatique;4;9;5;123;4.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/jaguar/xe/1274968385A1KVVOJAXE
Peugeot;308;8000;2016;153000;Diesel;Manuelle;4;5;5;85;3.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1274437535A1KVVOPE308
Skoda;Karoq;25900;2018;61000;Diesel;Automatique;4;8;5;138;5.2;Vert;https://www.paruvendu.fr/a/voiture-occasion/skoda/karoq/1274359791A1KVVOSKKAR
Mercedes;Classe b;11600;2016;151000;Diesel;Manuelle;4;5;5;106;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1274112192A1KVVOMEB
Volkswagen;Golf;23500;2016;70000;Diesel;Automatique;4;10;5;119;4.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1274920810A1KVVOVWGOL
Ssangyong;Rexton;53000;2019;54987;Diesel;Automatique;4;11;7;194;7.4;Vert;https://www.paruvendu.fr/a/voiture-occasion/ssangyong/rexton/1274917132A1KVVOSSREX
Bmw;Serie 5;29000;2017;89000;Diesel;Automatique;4;10;5;134;5.1;Ivoire;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1274901745A1KVVOBMS5
Audi;Q3;21500;2016;109900;Diesel;Semi automatique;4;10;5;139;5.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/q3/1273914912A1KVVOAUQ3
Mercedes;Classe c;17000;2014;168000;Diesel;Automatique;4;9;5;109;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1274873301A1KVVOMEC
Mercedes;Classe gla;18900;2016;110580;Diesel;Manuelle;4;7;5;110;4.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gla/1274865261A1KVVOMEGLA
Renault;Kadjar;15200;2019;83000;Diesel;Manuelle;4;5;5;103;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1274733931A1KVVOREKAD
Ford;Focus;12900;2017;75267;Diesel;Manuelle;4;6;5;99;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/ford/focus/1274176963A1KVVOFOFOC
Mercedes;Classe a;19100;2018;85500;Diesel;Automatique;4;7;5;108;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1274855281A1KVVOMEA
Nissan;Qashqai;10990;2015;134000;Diesel;Manuelle;4;5;5;99;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai-2/1273720983A1KVVONIQS2
Audi;A5;27500;2014;53500;Diesel;Automatique;2;15;4;155;5.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1274822891A1KVVOAUA5
Renault;Clio;6800;2015;173000;Diesel;Manuelle;4;4;5;85;3.3;Rouge;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1274737630A1KVVORECL4
Renault;Kadjar;11200;2016;106000;Diesel;Automatique;4;5;5;99;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1274078423A1KVVOREKAD
Bmw;X1;20800;2017;116760;Diesel;Automatique;4;8;5;114;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1274310425A1KVVOBMX1
Mercedes;Classe c;19800;2017;69000;Diesel;Automatique;4;7;5;114;4.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1263510789A1KVVOMEC
Dacia;Duster;13600;2016;106000;Diesel;Manuelle;4;6;5;123;4.7;Bleu;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1274751544A1KVVODCDUS
Renault;Scenic;14900;2017;86000;Diesel;Manuelle;4;7;5;116;4.5;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/scenic-iv/1274213795A1KVVORESC4
Renault;Clio;8800;2018;131100;Diesel;Manuelle;4;4;5;82;3.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1270578203A1KVVORECL4
Fiat;Tipo;11500;2017;110000;Diesel;Manuelle;4;6;5;98;3.7;Bleu;https://www.paruvendu.fr/a/voiture-occasion/fiat/tipo/1272788568A1KVVOFITIP
Audi;A4;20990;2016;101000;Diesel;Automatique;4;8;5;112;4.3;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1270702145A1KVVOAUA4
Jaguar;E-pace;32500;2019;37000;Diesel;Automatique;4;9;5;158;6.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/jaguar/e-pace/1274672223A1KVVOJAEPA
Dacia;Duster;9800;2014;109825;Diesel;Manuelle;4;6;5;127;4.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1274627605A1KVVODCDUS
Renault;Espace;12950;2015;150000;Diesel;Automatique;4;8;5;120;4.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/espace/1274413536A1KVVOREESP
Bmw;X6;37000;2014;88000;Diesel;Automatique;4;16;4;159;6.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/bmw/x6/1274548988A1KVVOBMX6
Audi;Q5;19500;2014;174000;Diesel;Semi automatique;4;16;5;161;6.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1273045964A1KVVOAUQ5
Bmw;Serie 3;31900;2020;44000;Diesel;Automatique;4;8;5;108;4.3;Noir;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1271855660A1KVVOBMS3
Peugeot;2008;14200;2018;25000;Diesel;Manuelle;4;4;5;97;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274416970A1KVVOPE2M8
Mercedes;Classe gla;16850;2017;97000;Diesel;Manuelle;4;5;5;105;4.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gla/1274413842A1KVVOMEGLA
Opel;Corsa;9495;2016;58000;Diesel;Manuelle;4;4;5;107;4.0;Argent;https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1274062855A1KVVOOPCOR
Land-rover;Range rover;22000;2017;140000;Diesel;Automatique;4;8;5;134;5.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover-evoque/1274210785A1KVVOLRREV
Nissan;Juke;13500;2019;76000;Diesel;Manuelle;4;6;5;123;4.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/nissan/juke/1274123642A1KVVONIJUK
Opel;Insignia;9800;2015;149000;Diesel;Manuelle;4;7;5;109;4.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/opel/insignia/1273979059A1KVVOOPINS
Peugeot;508;19000;2019;104000;Diesel;Automatique;4;6;5;99;3.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/508/1273919707A1KVVOPE508
Renault;Clio;9900;2018;153000;Diesel;Manuelle;4;4;5;85;3.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1270793724A1KVVORECL4
Peugeot;3008;18000;2018;76000;Diesel;Manuelle;4;6;5;111;4.3;Beige;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1267121436A1KVVOPE3M8
Renault;Clio;4400;2014;192600;Diesel;Manuelle;4;6;2;95;3.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1273489450A1KVVORECL4
Mercedes;Classe a;21900;2017;65000;Diesel;Automatique;4;9;5;107;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1270221273A1KVVOMEA
Citroen;C4;9200;2017;143500;Diesel;Automatique;4;6;5;103;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1273417839A1KVVOCIC4P
Volkswagen;Amarok;26980;2015;116970;Diesel;Automatique;4;7;5;224;8.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/amarok/1273360251A1KVVOVWAMA
Bmw;X4;35000;2017;78000;Diesel;Automatique;4;20;5;157;6.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/bmw/x4/1273208005A1KVVOBMX4
Peugeot;3008;12500;2017;198000;Diesel;Manuelle;4;6;2;100;3.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1273068776A1KVVOPE3M8
Peugeot;308;7300;2014;187000;Diesel;Manuelle;4;6;5;100;3.8;Bleu;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1272484344A1KVVOPE308
Bmw;X3;23000;2014;170000;Diesel;Automatique;4;16;5;156;5.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/bmw/x3/1273020752A1KVVOBMX3
Land-rover;Range rover;17000;2014;200500;Diesel;Manuelle;4;8;5;133;5.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover-evoque/1272920218A1KVVOLRREV
Land-rover;Range rover;48500;2015;93000;Diesel;Automatique;4;16;5;182;6.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover/1270667541A1KVVOLRRAN
Kia;Sportage;15800;2018;90000;Diesel;Manuelle;4;6;5;126;4.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/kia/sportage/1272852987A1KVVOKISPO
Ford;Mondeo;21600;2018;70000;Diesel;Manuelle;4;8;5;115;4.4;Rouge;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1272016003A1KVVOFOMON
Bmw;Serie 7;68950;2020;30500;Diesel;Automatique;4;16;5;143;5.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-7/1271876549A1KVVOBMS7
Nissan;X-trail;18000;2017;67600;Diesel;Manuelle;4;7;5;133;5.1;Vert;https://www.paruvendu.fr/a/voiture-occasion/nissan/x-trail/1270938157A1KVVONIXTR
Dacia;Duster;9500;2018;140000;Diesel;Manuelle;4;6;5;115;4.4;Blanc;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1271223456A1KVVODCDUS
Audi;A7;31500;2016;150000;Diesel;Automatique;4;21;4;162;6.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a7/1271219531A1KVVOAUA7
Bmw;X6;37000;2016;107000;Diesel;Automatique;4;16;4;159;6.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/bmw/x6/1270499256A1KVVOBMX6
Bmw;Serie 5;22500;2015;168000;Diesel;Automatique;4;15;5;139;5.3;Brun;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1267789494A1KVVOBMS5
Peugeot;208;8500;2015;139000;Diesel;Manuelle;4;4;5;90;3.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1264264177A1KVVOPE208
Dacia;Duster;12999;2019;72500;Diesel;Manuelle;4;5;5;110;4.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1272206407A1KVVODCDUS
Renault;Trafic;5000;2008;196600;Diesel;Manuelle;4;7;3;214;7.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/trafic/1275118224A1KVVORETRA
Mini;Countryman;10990;2013;128750;Diesel;Manuelle;4;6;5;123;4.7;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1274476778A1KVVOMCMIN
Peugeot;308;8750;2017;164000;Diesel;Manuelle;4;5;5;94;3.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1275255949A1KVVOPE308
Renault;Scenic;15990;2017;69500;Diesel;Automatique;4;5;5;104;4.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/scenic-iv/1275255943A1KVVORESC4
Hyundai;Tucson;19480;2017;90990;Diesel;Semi automatique;4;7;5;129;4.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/hyundai/tucson/1274823921A1KVVOHYTUC
Renault;Kadjar;11300;2018;142900;Diesel;Automatique;4;5;5;99;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1275255912A1KVVOREKAD
Bmw;Serie 1;11500;2017;130000;Diesel;Manuelle;4;8;2;109;4.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1275256036A1KVVOBMS1
Toyota;Rav 4;8490;2010;230000;Diesel;Manuelle;4;8;5;154;5.8;Bleu;https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1275255602A1KVVOTORAV
Opel;Corsa;6990;2014;127000;Diesel;Manuelle;2;5;5;115;4.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1274665866A1KVVOOPCOR
Mercedes;Classe cls;25400;2013;87500;Diesel;Automatique;4;11;5;139;5.3;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-cls/1275254665A1KVVOMECLS
Bmw;Serie 3;1500;2003;195000;Diesel;Manuelle;4;12;5;177;6.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1275255492A1KVVOBMS3
Toyota;Rav 4;9200;2014;180000;Diesel;Manuelle;4;7;5;127;4.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1275198283A1KVVOTORAV
Mercedes;Classe a;16489;2014;141000;Diesel;Automatique;4;7;5;116;4.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1275003302A1KVVOMEA
Jeep;Compass;17500;2020;51000;Diesel;Automatique;4;10;5;166;6.3;Noir;https://www.paruvendu.fr/a/voiture-occasion/jeep/compass/1275255002A1KVVOJEPAS
Audi;A4;14000;2012;169000;Diesel;Automatique;4;15;5;154;5.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1275255091A1KVVOAUA4
Jeep;Grand cherokee;19000;2011;165000;Diesel;Automatique;4;16;5;218;8.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/jeep/grand-cherokee/1275255031A1KVVOJEGCH
Renault;Scenic;10850;2017;196000;Diesel;Automatique;4;8;5;118;4.5;Jaune;https://www.paruvendu.fr/a/voiture-occasion/renault/scenic-iv/1274604572A1KVVORESC4
Renault;Grand scenic;5800;2013;194000;Diesel;Manuelle;4;5;5;105;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iii/1274604541A1KVVOREGS3
Nissan;Note;7490;2014;122000;Diesel;Manuelle;4;4;5;90;3.5;Rouge;https://www.paruvendu.fr/a/voiture-occasion/nissan/note/1273865268A1KVVONINOT
Peugeot;3008;7990;2016;174000;Diesel;Automatique;4;6;5;109;4.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1272747517A1KVVOPE3M8
Citroen;Grand C4;10850;2016;147000;Diesel;Manuelle;4;7;7;107;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/citroen/grand-c4-picasso/1274604547A1KVVOCIGCP
Ford;Kuga;12850;2016;188000;Diesel;Automatique;4;10;5;134;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/ford/kuga/1274604567A1KVVOFOKUG
Mercedes;Classe glc;30850;2018;116000;Diesel;Automatique;4;9;5;155;5.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1273042844A1KVVOMEGLC
Mazda;Cx-5;15500;2017;127800;Diesel;Manuelle;4;8;5;136;5.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mazda/cx-5/1275254900A1KVVOMACX5
Fiat;Grande punto;1500;2007;307000;Diesel;Manuelle;4;4;5;119;4.5;Bleu;https://www.paruvendu.fr/a/voiture-occasion/fiat/grande-punto/1275254714A1KVVOFIPUG
Chevrolet;Captiva;11500;2014;136600;Diesel;Manuelle;4;9;7;172;6.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/chevrolet/captiva/1275254712A1KVVOCVCAP
Audi;A2;5990;2004;117000;Diesel;Manuelle;4;4;5;116;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/a2/1275254707A1KVVOAUA2
Volvo;V40;12800;2015;127800;Diesel;Automatique;4;6;5;97;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/volvo/v40/1275254876A1KVVOVOV40
Peugeot;Partner tepee;15900;2017;77791;Diesel;Manuelle;4;5;5;109;4.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/partner-tepee/1269064861A1KVVOPEPTE
Opel;Grandland x;19900;2020;55597;Diesel;Automatique;4;7;5;98;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/opel/grandland-x/1269063864A1KVVOOPGRA
Nissan;Qashqai;20900;2021;48618;Diesel;Automatique;4;6;5;109;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1270656678A1KVVONIQAS
Chrysler;Voyager;2300;2004;220000;Diesel;Automatique;4;10;4;221;8.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/chrysler/voyager/1275254694A1KVVOCHVOY
Audi;Q5;14800;2012;190000;Diesel;Semi automatique;4;10;5;179;6.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1275254768A1KVVOAUQ5
Renault;Scenic;11500;2015;115000;Diesel;Manuelle;4;7;5;114;4.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/scenic-iii/1273303656A1KVVORESC3
Dacia;Duster;13450;2016;112300;Diesel;Manuelle;4;6;5;123;4.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1275254710A1KVVODCDUS
Land-rover;Range rover;23000;2019;63500;Diesel;Manuelle;4;8;5;154;5.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover-evoque/1275254554A1KVVOLRREV
Volkswagen;Tiguan;8990;2009;206000;Diesel;Automatique;4;9;5;199;7.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1275254489A1KVVOVWTIG
Peugeot;4008;10990;2016;168700;Diesel;Manuelle;5;6;5;132;5.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/4008/1273677552A1KVVOPE400
Mini;Countryman;12790;2011;129914;Diesel;Automatique;4;8;5;156;5.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1275254528A1KVVOMCMIN
Audi;Q7;38490;2015;104935;Diesel;Automatique;4;17;7;158;6.0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/audi/q7/1275254523A1KVVOAUQ7
Peugeot;3008;8000;2013;157200;Diesel;Semi automatique;4;6;5;110;4.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1273931412A1KVVOPE3M8
Volkswagen;Golf;11990;2013;160000;Diesel;Manuelle;4;7;5;106;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275254478A1KVVOVWGOL
Toyota;Land cruiser;10990;2004;348000;Diesel;Manuelle;2;11;5;253;9.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/land-cruiser/1274690541A1KVVOTOLCR
Peugeot;Expert tepee;9990;2008;211103;Diesel;Manuelle;5;9;8;199;7.6;Beige;https://www.paruvendu.fr/a/voiture-occasion/peugeot/expert-tepee/1274160639A1KVVOPEETE
Citroen;C5;10990;2010;101000;Diesel;Automatique;4;10;5;179;6.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/c5/1274498136A1KVVOCIC5
Opel;Zafira;11990;2012;119700;Diesel;Manuelle;4;9;7;139;5.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/zafira/1274498174A1KVVOOPZAF
Toyota;Verso;12990;2011;57850;Diesel;Automatique;4;9;5;178;6.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/verso/1271368516A1KVVOTOVER
Opel;Antara;12990;2012;46000;Diesel;Manuelle;4;10;5;177;6.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/opel/antara/1271310478A1KVVOOPANT
Alfa romeo;Spider;15990;2007;58000;Diesel;Manuelle;2;12;2;179;6.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/spider/1271447799A1KVVOALSPI
Bmw;X1;15990;2010;104000;Diesel;Automatique;4;12;5;167;6.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1271310606A1KVVOBMX1
Land-rover;Range rover;26950;2019;69000;Diesel;Manuelle;4;8;5;143;5.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover-evoque/1272328867A1KVVOLRREV
Opel;Mokka;8000;2015;135600;Diesel;Manuelle;4;7;5;114;4.3;Rouge;https://www.paruvendu.fr/a/voiture-occasion/opel/mokka/1275251715A1KVVOOPMOK
Opel;Zafira;5100;2011;230000;Diesel;Manuelle;4;6;7;134;5.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/zafira/1275251649A1KVVOOPZAF
Nissan;Qashqai;9000;2014;197000;Diesel;Manuelle;4;7;5;119;4.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1275251628A1KVVONIQAS
Jeep;Cherokee;15500;2011;129500;Diesel;Manuelle;4;13;5;208;7.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/jeep/cherokee/1275144144A1KVVOJECHE
Citroen;C4;13500;2017;72000;Diesel;Manuelle;4;6;5;129;4.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-aircross/1275251266A1KVVOCIC4A
Audi;A5;15500;2009;152900;Diesel;Semi automatique;4;15;4;174;6.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1275242625A1KVVOAUA5
Peugeot;Partner tepee;13990;2017;93334;Diesel;Manuelle;4;5;5;109;4.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/partner-tepee/1275251264A1KVVOPEPTE
Citroen;C4;6500;2011;132000;Diesel;Manuelle;4;6;5;119;4.6;Bronze;https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1275241011A1KVVOCIC4
Citroen;C2;1250;2007;315900;Diesel;Manuelle;2;4;4;113;4.3;Rouge;https://www.paruvendu.fr/a/voiture-occasion/citroen/c2/1275214404A1KVVOCIC2
Peugeot;208;6600;2013;161155;Diesel;Manuelle;4;5;5;99;3.8;Rouge;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1275040995A1KVVOPE208
Hyundai;Tucson;13500;2015;68000;Diesel;Manuelle;4;6;5;119;4.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/hyundai/tucson/1275183387A1KVVOHYTUC
Land-rover;Range sport;25000;2013;172000;Diesel;Automatique;4;19;5;199;7.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-sport/1275196857A1KVVOLRRSP
Peugeot;307;3500;2005;210000;Diesel;Manuelle;4;6;5;126;4.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/307/1275045852A1KVVOPE307
Mercedes;Clk;15800;2009;111000;Diesel;Automatique;2;14;2;197;7.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/clk/1274979720A1KVVOMECLK
Land-rover;Range rover;19000;2014;81000;Diesel;Automatique;4;9;5;159;6.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover-evoque/1275191105A1KVVOLRREV
Citroen;Ds7;22000;2021;120000;Diesel;Automatique;4;7;5;106;4.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1274947457A1KVVOCIDS7
